Ville;Quartier;Prix;Type de Bien;Surface;Nombre de Pièces;Nombre de Chambres;Nombre de Salles de Bain;Étage;État;Terrasse;Garage;Ascenseur;Piscine;Sécurité;;;;;;;;;;;
Marrakech;Boulevard Med 6;2 500 000 DH;Terrain;360;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Boulevard Med 6;6 400 000 DH;Villa;292;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;1 900 000 DH;Appartement;76;3 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Oui;Oui;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Amelkis;890 000 DH;Terrain;84;Nan;Nan;Nan;Nan;Finalisé;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;240 000 DH;Terrain;1220;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;1 900 000 DH;Appartement;131;4 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Hay Targa;5 000 000 DH;Villa;443;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Hivernage;3 190 000 DH;Appartement;180;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Hivernage;1 900 000 DH;Appartement;100;3 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Oui;Oui;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Hay Yasmina;3 500 000 DH;Villa;320;3 Pièces;8 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Agdal;Prix à consulter;Appartement;130;3 Pièces;2 Chambres;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Fez;4 600 000 DH;Villa;320;5 Pièces;4 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Non;Oui;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Fez;2 600 000 DH;Villa;285;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Guéliz;1 435 000 DH;Appartement;49;2 Pièces;1 Chambre;1 Salle de bain;1er;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;150 000 DH;Local commercial;110;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Hay Targa;5 000 000 DH;Villa;319;7 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Hay Targa;3 000 000 DH;Villa;240;7 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;3 050 000 DH;Appartement;325;4 Pièces;3 Chambres;3 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;8 000 DH;Appartement;85;6 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;1 600 000 DH;Appartement;86;6 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Guéliz;160 000 EUR;Local commercial;140;Nan;Nan;Nan;Nan;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;510 000 EUR;Appartement;164;Nan;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Nan;730 000 EUR;Riad;240;Nan;5 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Mimoun;6 500 000 DH;Terrain;318;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);7 000 000 DH;Villa;350;8 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;2 400 000 DH;Villa;160;4 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Guéliz;2 900 000 DH;Appartement;203;3 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Agdal;290 000 EUR;Appartement;130;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Agdal;8 000 000 DH;Maison;600;5 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Samlalia;Prix à consulter;Appartement;70;3 Pièces;2 Chambres;1 Salle de bain;3ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;10 500 000 DH;Villa;700;16 Pièces;11 Chambres;11 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;7 500 000 DH;Terrain;10000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;17 000 000 DH;Terrain;26000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;10 000 000 DH;Terrain;10000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;3 950 000 DH;Villa;250;6 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route d'Agadir - Essaouira;1 700 000 DH;Appartement;120;4 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Izdihar;790 000 DH;Appartement;81;3 Pièces;2 Chambres;1 Salle de bain;1er;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Hay Saada;990 000 DH;Appartement;96;4 Pièces;3 Chambres;1 Salle de bain;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Daoudiat;1 200 000 DH;Appartement;95;4 Pièces;3 Chambres;2 Salles de bains;3ème;Nan;Oui;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Sidi Abbad;2 200 000 DH;Villa;220;10 Pièces;7 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Samlalia;5 359 000 DH;Villa;434;9 Pièces;10 Chambres;4 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;400 000 EUR;Local commercial;200;Nan;Nan;2 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Massira 2;3 600 000 DH;Maison;112;3 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Daoudiat;2 400 000 DH;Maison;107;3 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;5 500 000 DH;Villa;410;2 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;1 854 000 DH;Appartement;96;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;3 500 000 DH;Villa;289;6 Pièces;4 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);2 100 000 DH;Appartement;92;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;Prix à consulter;Villa;600;8 Pièces;5 Chambres;6 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Guéliz;2 700 000 DH;Appartement;136;3 Pièces;2 Chambres;2 Salles de bains;3ème;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Samlalia;1 700 000 DH;Appartement;100;3 Pièces;2 Chambres;1 Salle de bain;5ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;470 000 EUR;Appartement;212;6 Pièces;3 Chambres;3 Salles de bains;3ème;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Amelkis;9 500 000 DH;Villa;500;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;31 000 000 DH;Villa;900;10 Pièces;8 Chambres;8 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;7 500 000 DH;Villa;285;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route Amizmiz;28 000 000 DH;Villa;658;10 Pièces;6 Chambres;7 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);2 000 000 DH;Riad;150;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;9 500 000 DH;Villa;450;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Hay Targa;18 776 500 DH;Riad;1200;11 Pièces;10 Chambres;10 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);2 460 000 DH;Appartement;126;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;13 800 000 DH;Terrain;30000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;12 500 000 DH;Villa;5780;16 Pièces;12 Chambres;10 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;2 900 000 DH;Villa;135;5 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;Prix à consulter;Villa;596;5 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;Prix à consulter;Appartement;150;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Fez;800 000 DH;Terrain;40000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;1 900 000 DH;Appartement;73;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Guéliz;2 100 000 DH;Appartement;91;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;1 980 000 DH;Ferme;4200;Nan;2 Chambres;Nan;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;3 960 000 DH;Local commercial;144;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Route de Safi;860 000 DH;Appartement;80;1 Pièce;2 Chambres;1 Salle de bain;2ème;Nan;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Hivernage;1 700 000 DH;Appartement;70;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Samlalia;850 000 DH;Appartement;70;4 Pièces;2 Chambres;1 Salle de bain;4ème;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;4 500 000 DH;Villa;627;6 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);4 900 000 EUR;Villa;13500;18 Pièces;13 Chambres;7 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Moulay Lyazid;600 000 EUR;Riad;210;5 Pièces;4 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Amelkis;1 750 000 EUR;Villa;1505;7 Pièces;5 Chambres;7 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Sidi Mimoun;530 000 EUR;Riad;123;6 Pièces;5 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Ben Slimane El Jazouli;820 000 EUR;Riad;150;5 Pièces;3 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Amelkis;2 490 000 EUR;Villa;1450;12 Pièces;7 Chambres;10 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);246 000 EUR;Riad;50;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Sidi Bou Amar;260 000 EUR;Riad;38;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Rahba Kedima;950 000 EUR;Riad;133;7 Pièces;6 Chambres;7 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;395 000 EUR;Villa;500;5 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Riad Zitoun;750 000 EUR;Riad;110;6 Pièces;5 Chambres;6 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;2 800 000 EUR;Villa;12000;12 Pièces;4 Chambres;6 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;120 000 EUR;Appartement;71;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Non;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;830 000 EUR;Villa;350;7 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Non;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Sidi Ben Slimane El Jazouli;550 000 EUR;Riad;108;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Bou Amar;375 000 EUR;Riad;38;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;185 000 EUR;Riad;73;2 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;975 000 EUR;Villa;1044;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Sidi Bou Amar;680 000 EUR;Riad;124;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Ben Saleh;450 000 EUR;Riad;179;7 Pièces;6 Chambres;7 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Samlalia;425 000 EUR;Appartement;300;5 Pièces;4 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Moulay Lyazid;320 000 EUR;Riad;46;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;385 000 EUR;Local commercial;137;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Kbour Chou;750 000 EUR;Riad;231;7 Pièces;5 Chambres;6 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Guéliz;320 000 EUR;Appartement;159;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);900 000 EUR;Terrain;10410;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Rahba Kedima;450 000 EUR;Riad;11;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;260 000 EUR;Appartement;99;3 Pièces;2 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;1 250 000 EUR;Villa;2155;7 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Non;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Kaat Ben Nahid;450 000 EUR;Riad;89;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;140 000 EUR;Appartement;67;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;170 000 EUR;Appartement;86;2 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Berrima;700 000 EUR;Riad;127;5 Pièces;3 Chambres;4 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Camp Al Ghoul;1 200 000 DH;Appartement;70;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Camp Al Ghoul;2 600 000 DH;Appartement;125;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;5 500 000 DH;Villa;481;6 Pièces;4 Chambres;6 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Camp Al Ghoul;1 600 000 DH;Appartement;78;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Derb Chtouka;3 382 000 DH;Riad;123;11 Pièces;10 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Assouel;4 300 000 DH;Riad;200;1 Pièce;9 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;1 500 000 DH;Appartement;94;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Samlalia;7 200 000 DH;Terrain;800;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);1 400 000 DH;Appartement;100;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);1 500 000 DH;Appartement;96;3 Pièces;2 Chambres;2 Salles de bains;3ème;Nan;Oui;Non;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Boukar;1 037 000 DH;Bureau;61;Nan;Nan;1 Salle de bain;2ème;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Issil;1 900 000 DH;Terrain;551;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;1 550 000 DH;Appartement;90;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Guéliz;4 575 000 DH;Appartement;164;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;3 900 000 DH;Villa;593;7 Pièces;4 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Arset Ihiri;1 365 000 DH;Appartement;80;4 Pièces;2 Chambres;1 Salle de bain;1er;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Riad Zitoun;1 350 000 DH;Riad;100;4 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Michouar;2 760 000 DH;Riad;280;10 Pièces;8 Chambres;9 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);2 000 000 DH;Riad;125;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;El Moukef;8 750 000 DH;Riad;556;14 Pièces;10 Chambres;1 Salle de bain;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;2 562 500 DH;Appartement;196;5 Pièces;4 Chambres;2 Salles de bains;4ème;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;3 900 000 DH;Appartement;276;5 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;1 500 000 DH;Appartement;72;3 Pièces;2 Chambres;1 Salle de bain;1er;Nan;Oui;Oui;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Rahba Kedima;1 300 000 EUR;Riad;175;16 Pièces;15 Chambres;15 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;Prix à consulter;Terrain;611;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Ksibat Nhas;3 000 000 DH;Riad;190;12 Pièces;10 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;1 450 000 DH;Terrain;400;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Tahanaout;4 850 000 DH;Villa;280;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Guéliz;27 500 DH;Appartement;58;2 Pièces;1 Chambre;1 Salle de bain;2ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Route Amizmiz;980 000 EUR;Villa;480;8 Pièces;6 Chambres;6 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;630 000 EUR;Villa;335;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;599 000 EUR;Villa;346;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Agdal;420 000 EUR;Riad;350;6 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de Fez;135 000 EUR;Appartement;60;2 Pièces;1 Chambre;1 Salle de bain;1er;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Agdal;490 000 EUR;Riad;320;7 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Sidi Youssef;8 800 000 DH;Local commercial;1364;Nan;Nan;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Youssef;3 780 000 DH;Terrain;1084;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Hivernage;Prix à consulter;Terrain;2300;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Fez;3 600 000 DH;Villa;130;8 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Amelkis;28 000 000 DH;Villa;492;2 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;El Moukef;4 000 000 DH;Riad;236;1 Pièce;6 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Jawhar;Prix à consulter;Appartement;52;2 Pièces;1 Chambre;1 Salle de bain;2ème;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Samlalia;1 326 000 DH;Appartement;102;1 Pièce;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route Amizmiz;2 600 000 DH;Terrain;3800;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);4 500 000 DH;Villa;200;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Fez;8 000 000 DH;Villa;13000;6 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Guéliz;1 650 000 DH;Appartement;89;4 Pièces;2 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Riad Zitoun;4 600 000 DH;Riad;150;2 Pièces;6 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
