Ville;Quartier;Prix;Type de Bien;Surface;Nombre de Pièces;Nombre de Chambres;Nombre de Salles de Bain;Étage;État;Terrasse;Garage;Ascenseur;Piscine;Sécurité;;;;;;;;;;;
Marrakech;Route Amizmiz;4 299 000 DH;Villa;300;5 Pièces;5 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Mhamid;500 000 DH;Appartement;57;5 Pièces;2 Chambres;2 Salles de bains;1er;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Sidi Youssef;1 800 000 DH;Terrain;450;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Mouassine;445 000 EUR;Riad;320;20 Pièces;14 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Bou Amar;148 500 EUR;Riad;180;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;1 600 000 DH;Appartement;82;1 Pièce;2 Chambres;2 Salles de bains;4ème;Nan;Non;Oui;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Nan;500 000 EUR;Villa;301;Nan;3 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;2 900 000 DH;Terrain;767;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;4 900 000 DH;Villa;150;6 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Mhamid;440 000 DH;Appartement;70;1 Pièce;2 Chambres;2 Salles de bains;1er;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Route Amizmiz;7 000 000 DH;Villa;435;7 Pièces;6 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;Prix à consulter;Terrain;568;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Tahanaout;25 000 000 DH;Villa;780;9 Pièces;5 Chambres;7 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Ksibat Nhas;176 000 EUR;Riad;150;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Bou Amar;3 150 000 DH;Riad;340;6 Pièces;7 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Hivernage;4 200 000 DH;Appartement;190;4 Pièces;3 Chambres;3 Salles de bains;3ème;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Hay Mabrouka;940 000 DH;Appartement;82;5 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Mhamid;650 000 DH;Appartement;89;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Samlalia;880 000 DH;Bureau;58;Nan;Nan;1 Salle de bain;2ème;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Route de Fez;Prix à consulter;Terrain;50000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Samlalia;1 700 000 DH;Local commercial;60;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Rahba Kedima;2 400 000 DH;Maison;67;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Riad Zitoun;800 000 DH;Terrain;58;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Mhamid;6 000 000 DH;Riad;1000;4 Pièces;6 Chambres;6 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Riad Zitoun;8 000 000 DH;Riad;128;9 Pièces;8 Chambres;9 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Camp Al Ghoul;2 000 000 DH;Local commercial;95;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Daoudiat;2 500 000 DH;Maison;90;1 Pièce;9 Chambres;7 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Mhamid;700 000 DH;Appartement;72;3 Pièces;2 Chambres;1 Salle de bain;2ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);Prix à consulter;Terrain;1600;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Mhamid;2 580 000 DH;Maison;88;8 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;900 000 DH;Appartement;70;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Hay Targa;3 900 000 DH;Villa;250;6 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Ennakhil (Palmeraie);7 200 000 DH;Terrain;16000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Belbekkar;1 300 000 DH;Appartement;102;3 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Mimoun;Prix à consulter;Appartement;2350;18 Pièces;6 Chambres;3 Salles de bains;10ème;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Rmila;20 000 000 DH;Maison;50;1 Pièce;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;1 500 000 DH;Appartement;136;4 Pièces;2 Chambres;1 Salle de bain;1er;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;1 550 000 EUR;Villa;450;6 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Zaouia Sidi Ghalem;650 000 DH;Appartement;50;4 Pièces;4 Chambres;2 Salles de bains;2ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Assouel;1 850 000 DH;Riad;147;8 Pièces;6 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Route de Safi;83 000 DH;Local commercial;614;Nan;Nan;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Hay Targa;Prix à consulter;Terrain;800;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Riad Zitoun;3 800 000 DH;Riad;68;10 Pièces;5 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de Fez;6 500 000 DH;Maison;350;7 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Hay Targa;6 300 000 DH;Villa;500;6 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Izdihar;2 600 000 DH;Maison;121;Nan;Nan;Nan;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Sidi Mimoun;190 000 EUR;Riad;130;5 Pièces;3 Chambres;1 Salle de bain;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;6 800 000 DH;Villa;750;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Oui;Oui;Non;;;;;;;;;;;
Marrakech;El Hara;100 000 000 DH;Appartement;100;1 Pièce;3 Chambres;2 Salles de bains;1er;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;4 700 000 DH;Villa;393;7 Pièces;5 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Sidi Bou Amar;450 000 EUR;Riad;160;8 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Fez;Prix à consulter;Terrain;16500;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Daoudiat;1 100 000 DH;Appartement;95;Nan;Nan;Nan;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Koudia;Prix à consulter;Appartement;60;1 Pièce;2 Chambres;1 Salle de bain;2ème;Nan;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Hay Mabrouka;425 000 DH;Appartement;56;1 Pièce;2 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Azzouzia;250 000 DH;Local commercial;15;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Hay Targa;3 700 000 DH;Villa;543;7 Pièces;5 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Bouaakkaz;570 000 DH;Local commercial;26;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;1 150 000 DH;Appartement;123;4 Pièces;3 Chambres;2 Salles de bains;1er;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;4 800 000 DH;Villa;280;5 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Ouarzazate;4 300 000 DH;Villa;400;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de Fez;5 500 000 DH;Villa;400;2 Pièces;5 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Hay Targa;2 800 000 DH;Villa;178;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Sidi Youssef;590 000 DH;Bureau;75;Nan;Nan;1 Salle de bain;1er;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Derb Chtouka;670 000 EUR;Riad;150;9 Pièces;9 Chambres;9 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;1 200 000 DH;Terrain;160;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Casablanca;990 000 DH;Appartement;122;4 Pièces;3 Chambres;2 Salles de bains;1er;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;13 000 000 DH;Villa;571;8 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Guéliz;2 500 000 DH;Appartement;100;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Sidi Mansour;2 400 000 DH;Maison;94;1 Pièce;4 Chambres;2 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;104 500 000 DH;Terrain;110000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Tahanaout;Prix à consulter;Terrain;110000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;700 000 DH;Terrain;250;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;1 790 000 EUR;Villa;675;6 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Boulevard Med 6;600 000 EUR;Villa;792;3 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Mouassine;1 100 000 EUR;Riad;400;7 Pièces;5 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;210 000 EUR;Appartement;110;3 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Route Casablanca;Prix à consulter;Terrain;2548;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;950 000 DH;Appartement;91;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Route d'Agadir - Essaouira;Prix à consulter;Terrain;1048;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;950 000 DH;Terrain;175;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Mhamid;1 600 000 DH;Appartement;96;2 Pièces;3 Chambres;2 Salles de bains;2ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;2 600 000 DH;Appartement;95;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Safi;1 200 000 DH;Villa;120;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Hay Targa;4 800 000 DH;Villa;501;6 Pièces;6 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Amerchich;1 850 000 DH;Maison;380;9 Pièces;7 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Izdihar;1 100 000 DH;Appartement;136;1 Pièce;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;1 400 000 DH;Appartement;95;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Amerchich;1 850 000 DH;Maison;380;9 Pièces;7 Chambres;5 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;1 600 000 DH;Appartement;500;2 Pièces;1 Chambre;1 Salle de bain;Nan;Nan;Non;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Hay Lalla Haya;3 200 000 DH;Villa;280;4 Pièces;7 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Fez;15 000 000 DH;Villa;420;4 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route d'Agadir - Essaouira;1 700 000 DH;Ferme;4340;Nan;Nan;Nan;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;250 000 EUR;Appartement;153;6 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Hay Targa;950 000 DH;Appartement;94;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Route de Tahanaout;18 000 000 DH;Villa;9399;10 Pièces;6 Chambres;6 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route Casablanca;2 800 000 DH;Terrain;600;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Agdal;359 850 EUR;Appartement;162;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;3 800 000 DH;Villa;260;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Amelkis;270 000 EUR;Villa;400;2 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Camp Al Ghoul;1 850 000 DH;Appartement;120;3 Pièces;2 Chambres;1 Salle de bain;2ème;Nan;Oui;Non;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;Prix à consulter;Maison;1000;1 Pièce;5 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Agdal;Prix à consulter;Appartement;152;3 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Ouarzazate;6 200 000 DH;Villa;1500;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Mhamid;780 000 DH;Appartement;112;4 Pièces;3 Chambres;2 Salles de bains;2ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Mhamid;440 000 DH;Appartement;66;3 Pièces;2 Chambres;1 Salle de bain;1er;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Massira 2;Prix à consulter;Villa;700;13 Pièces;9 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;7 800 000 DH;Villa;400;6 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route Casablanca;900 000 DH;Appartement;92;1 Pièce;3 Chambres;1 Salle de bain;1er;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Sidi Mimoun;7 000 000 DH;Riad;150;8 Pièces;8 Chambres;8 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;4 500 000 DH;Villa;380;10 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;Prix à consulter;Villa;822;5 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;Prix à consulter;Villa;593;6 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Fez;250 000 DH;Terrain;40000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Izdihar;600 000 DH;Appartement;73;2 Pièces;2 Chambres;1 Salle de bain;3ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Azli;440 000 DH;Appartement;64;3 Pièces;3 Chambres;1 Salle de bain;7ème;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Agdal;4 850 000 DH;Villa;300;4 Pièces;3 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Hay Targa;2 000 000 DH;Appartement;115;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;4 600 000 DH;Villa;240;1 Pièce;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;950 000 DH;Terrain;104;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;5 300 000 DH;Villa;260;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Guéliz;1 900 000 DH;Appartement;98;3 Pièces;2 Chambres;1 Salle de bain;3ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Ksibat Nhas;950 000 EUR;Riad;247;10 Pièces;6 Chambres;6 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;150 000 EUR;Villa;150;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Masmoudi;3 800 000 DH;Villa;300;20 Pièces;10 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Fez;3 000 000 EUR;Villa;10000;7 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Tahanaout;25 000 000 DH;Villa;1100;8 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Oui;Oui;Non;;;;;;;;;;;
Marrakech;Route Amizmiz;8 900 000 DH;Appartement;700;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Marrakech;Arset El Maach;1 700 000 DH;Riad;50;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Derb Chtouka;500 000 EUR;Riad;190;6 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Safi;1 950 000 DH;Local commercial;650;Nan;Nan;1 Salle de bain;2ème;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Ouarzazate;2 500 000 EUR;Villa;500;6 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
marrakech;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Safi;1 650 000 DH;Villa;200;7 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Route de Ouarzazate;1 750 000 DH;Terrain;2534;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;1 000 000 DH;Local commercial;38;Nan;Nan;1 Salle de bain;1er;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;130 000 EUR;Appartement;80;Nan;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Izdihar;1 050 000 DH;Appartement;136;1 Pièce;3 Chambres;1 Salle de bain;4ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Hay Targa;4 600 000 DH;Villa;433;6 Pièces;5 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Route de l'Ourika;1 400 000 DH;Ferme;1240;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Derb Chtouka;770 000 EUR;Riad;146;7 Pièces;5 Chambres;3 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Hivernage;3 200 000 DH;Appartement;160;4 Pièces;3 Chambres;3 Salles de bains;3ème;Nan;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Hivernage;3 180 000 DH;Appartement;163;4 Pièces;3 Chambres;3 Salles de bains;2ème;Nan;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;
Marrakech;Route de Tahanaout;5 650 000 DH;Villa;400;9 Pièces;6 Chambres;6 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Marrakech;Massira 1;7 000 DH;Bureau;80;Nan;Nan;1 Salle de bain;5ème;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Marrakech;Berrima;4 200 000 DH;Riad;195;1 Pièce;1 Chambre;1 Salle de bain;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Arset El Maach;Prix à consulter;Riad;40;4 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Guéliz;2 700 000 DH;Local commercial;70;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;850 000 EUR;Villa;450;4 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Oui;;;;;;;;;;;
Marrakech;Izdihar;550 000 DH;Appartement;69;3 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Marrakech;Mhamid;520 000 DH;Appartement;72;2 Pièces;2 Chambres;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Marrakech;Route de Tahanaout;Prix à consulter;Terrain;850;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;El Moukef;550 000 EUR;Riad;150;9 Pièces;7 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de Tahanaout;18 450 000 DH;Terrain;36050;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Route de l'Ourika;3 700 000 DH;Ferme;20000;Nan;3 Chambres;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Guéliz;2 950 000 DH;Local commercial;120;Nan;4 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Marrakech;Amelkis;18 000 000 DH;Villa;1350;9 Pièces;6 Chambres;6 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Marrakech;Mouassine;1 250 000 DH;Riad;30;5 Pièces;4 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Marrakech;Moulay Lyazid;3 600 000 DH;Maison;272;12 Pièces;8 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
